-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,488,-1,-1
-1,-1,-1,278,279,-1,-1,278,279,253,-1,278,279,-1,-1,-1,-1,488,-1,-1
-1,-1,-1,301,302,-1,-1,276,277,-1,-1,301,302,-1,-1,-1,-1,488,-1,-1
-1,278,279,276,277,-1,-1,299,300,-1,-1,276,277,-1,-1,-1,-1,488,-1,-1
-1,276,277,299,300,-1,162,-1,-1,-1,-1,299,300,-1,-1,-1,-1,488,-1,-1
-1,299,300,278,279,-1,-1,-1,278,279,-1,-1,-1,-1,-1,-1,-1,488,-1,-1
-1,-1,-1,276,277,-1,278,279,276,277,-1,-1,-1,-1,-1,-1,-1,488,-1,-1
-1,-1,-1,299,300,-1,276,277,299,300,-1,162,-1,-1,-1,-1,-1,488,-1,-1
-1,-1,-1,-1,-1,-1,299,300,-1,-1,-1,-1,-1,488,488,488,488,488,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,488,-1,-1,-1,-1,-1,-1
-1,-1,-1,162,-1,-1,-1,-1,-1,-1,-1,-1,-1,488,-1,26,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,253,-1,-1,-1,488,272,27,73,73,74,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,31,31,31,72,73,73,27,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,100,-1,488,-1,95,96,28,97,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,488,-1,-1,-1,-1,-1,-1
